Date,MaxT,MeanT,MinT,RH,AH,ph,sh,pm25,pm10,o3,no2,so2,co,Rain,V10mucomponentofwind_ind,V10mvcomponentofwind_ind,V2mdewpointtemperature_k,V2mtemperature_k,VLeafareaindexHIGH_ind,VLeafareaindexLOW_ind,VSurfacepressure_pa,VTotalprecipitation_m,WindSpeed_msminus1,WindDirection_deg,VaporPressure_kpa,SaturatedVaporPressure_kpa,AbsoluteHumidity_gmminus3,RelativeHumidity1_perc,RelativeHumidity2_perc,Cardiovascular disease,Chronic respiratory disease,Congenital Abnormalities,Diabetes mellitus,Digestive disease,Endocrine disorders,Factors influencing health status and contact with health services,Genitourinary disorders,Ill-defined diseases,Ill-defined injuries/accidents,Infectious and Parasitic Diseases,Intentional injuries,Malignant neoplasms,Maternal conditions,Mental disorders,Musculoskeletal disease,Neurological and sense disorders,Not Categorised,Nutritional deficiencies,Oral Diseases,Other neoplasms,Perinatal conditions,Respiratory Infection,Skin diseases,Unintentional injuries
2019-05-11,32.46884920714286,29.171428572857142,25.491468254285714,77.42261904714285,22.347058688571426,0.0,0.0,16.215415714285715,30.13611,20.837374285714283,31.39926,12.19182542857143,0.5704998,5.028571428571429,2.317581340142857,0.7544991494285714,298.05408442857146,301.39638651428567,2.0534597362857143,2.820981924857143,100675.49944285714,0.0017166217142857141,2.9393696357142858,123.57142857142857,1.001888332142857,1.122031786,7.196544200857143,82.14683102571429,89.30427580428571,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-18,32.330357142857146,28.891156464285718,25.887698414285715,79.39999999999999,22.619476029999998,0.0,0.0,17.636374285714286,31.137567142857144,18.89557285714286,33.797309999999996,10.142468428571428,0.656343042857143,2.6,0.4189980115714286,1.5824178254285712,297.95696837142856,300.8428185571429,2.052213747142857,2.7965798787142857,100772.19129999999,0.003642690142857143,2.1280891368571426,97.57142857142857,0.9983522262857143,1.1023478721428572,7.1843138365714285,84.33433351714287,90.57049319285714,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-25,31.952380951428573,28.83877551142857,26.00595238,77.47619047571428,21.978550109999997,0.14285714285714285,0.0,12.684115571428572,23.938342857142857,17.389325714285714,28.665069999999996,9.849695428571428,0.5935200428571428,0.8857142857142858,-0.7441842217142858,2.3792975152857143,297.7192887,300.5759026714286,2.051333097,2.782461765714286,100763.75,0.004882314714285714,2.6300052824285713,76.14285714285714,0.9896869772857143,1.0928005255714286,7.128349099857142,84.49757535285714,90.59257529285715,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-01,32.52103174571429,29.118367347142858,26.511309522857143,77.93690476142856,22.460353114285713,0.0,0.14285714285714285,10.458929285714287,21.207305714285717,15.015980714285714,25.093212857142856,8.92837842857143,0.5516016857142857,0.7714285714285715,-0.8820221132857142,2.044455026142857,297.89441785714286,300.61261488571427,2.050514354,2.770028904571429,100582.54022857142,0.0034415015714285716,2.394893655857143,73.28571428571429,0.9960660771428571,1.094121031,7.173381718142857,85.18945042857142,91.05537281285714,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-08,30.367205217142857,27.477891157142857,24.94634353714286,83.85904761857144,22.08367404142857,0.14285714285714285,1.0,12.586177142857142,22.788735714285714,11.966287571428571,29.153222857142858,10.906685,0.6194341999999999,9.485714285714286,-0.4245232155714285,1.2702058467142856,297.51272234285716,300.07506452857143,2.0497008425714287,2.7575895035714284,100709.00447142858,0.007090819857142857,1.8404099441428572,82.85714285714286,0.9821332778571429,1.0748889634285714,7.085727358714286,85.93507414999999,91.38919204142857,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-15,31.660487528571426,28.660884352857142,25.868622448571426,79.86309523714286,22.45536049142857,0.0,1.0,10.443716142857143,20.834957142857142,12.150412857142857,21.285345714285715,9.442364285714287,0.5002529571428571,3.742857142857143,-0.9017702,2.844237545714286,297.83555374285714,300.82080014285714,2.048891690857143,2.745150511714286,100720.3388,0.0038677867142857146,3.3383638187142854,74.57142857142857,0.9939267485714286,1.1015503884285713,7.153054164428572,83.86620658285715,90.25012906714286,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-22,30.97460317428571,28.036734694285713,25.192658729999998,81.89190476142858,22.249623674285715,0.0,1.0,11.17077142857143,21.748921428571432,11.748275142857143,24.471407142857142,10.638010857142858,0.5002079857142857,8.885714285714286,-0.12424740285714288,2.517696217142857,297.6761812428571,300.0086537428571,2.047716328,2.7243368965714287,100739.7816142857,0.005799313857142857,2.906696079857143,87.85714285714286,0.9881057897142858,1.0725024165714285,7.130379654857143,87.11949264571429,92.15100376714285,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-29,32.11765873142857,28.99591836857143,26.298015874285714,77.03809523857142,22.063394485714287,0.0,1.0,15.30426842857143,28.550810000000002,19.26749571428571,22.94887,10.499766,0.48007062857142857,2.7142857142857144,-1.4661276781428572,3.3975282941428575,297.5890370714286,300.84560220000003,2.0462732825714287,2.697244916714286,100710.60034285716,0.002456301142857143,4.027128738857143,65.85714285714286,0.984929742,1.1024286014285714,7.087739486285714,82.5293325042857,89.36805669142858,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-06,32.297080498571425,29.204421767142858,26.648951247142858,75.54666666571428,21.880929704285712,0.0,0.14285714285714285,16.096774285714286,30.749114285714285,22.450794285714288,25.527865714285717,10.336646285714284,0.4840169857142857,0.05714285714285715,-1.7669795172857143,2.7037367685714284,297.55074811428574,300.6504547285714,2.0448215177142854,2.670139639714286,100689.11591428572,0.0023897651428571426,3.2878585975714287,59.57142857142857,0.9835135942857143,1.0954718221428572,7.082176579428571,83.30712057714285,89.80778512571429,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-13,31.886309524285714,28.703401361428572,25.73829365142857,75.71428571428571,21.31882594,0.0,0.14285714285714285,12.76947,26.19358,19.512022857142856,24.78541285714286,9.497361,0.5056306285714286,0.2571428571428571,-1.3331327165714286,3.0043938774285714,296.77733262857146,300.6536016,2.043380216,2.643058477285714,100858.95205714286,0.0016358978571428572,3.587410648857143,68.28571428571429,0.9551432914285715,1.095591768142857,6.877876413857143,79.54209711714286,87.21103595285715,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-20,31.488492064285715,28.81632653,26.22559523857143,72.59571428571428,20.56824361285714,0.0,0.0,15.438887142857142,30.08268,31.621925714285712,23.244662857142856,9.000735142857142,0.43617302857142853,0.37142857142857144,-1.4594699804285713,3.630109814285714,295.98594404285717,300.74908972857145,2.042003437285714,2.617803301,100594.10177142857,0.001449119142857143,3.9899784998571426,64.28571428571429,0.9258779082857143,1.098989438142857,6.665159851428571,75.52231124714285,84.30026511999999,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-27,31.78392857142857,28.50204081714286,25.706746031428573,75.24999999857143,20.960263854285717,0.0,0.0,14.050754285714286,27.48122,18.990430428571425,27.786031428571427,11.251101285714286,0.49416448571428573,0.9428571428571428,-1.1787261961428572,2.994446700142857,296.52380371428575,300.3552200428571,2.0407591922857145,2.5966528209999997,100755.53135714286,0.002542967714285714,3.3031516155714287,67.85714285714286,0.9458260878571428,1.084898506142857,6.8175166731428565,79.72325243571429,87.22784578000001,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-03,32.36111111,29.240816327142856,26.596190475714284,69.93333333285715,20.29857505142857,0.0,0.0,17.65479857142857,33.74469428571429,31.042237142857143,21.221375714285717,9.099714714285714,0.4735655285714286,0.1142857142857143,-1.415954589857143,3.6718204771428575,296.39070105714285,300.78745508571427,2.0395271538571427,2.5756399154285714,100766.25687142857,0.0007521351428571428,3.958812663428571,63.714285714285715,0.9408537467142857,1.1003776158571428,6.7719192125714285,77.12408810571428,85.52087121714285,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-10,31.766349205714285,28.87142857142857,26.873333334285714,72.70000000142856,20.68317577428571,0.14285714285714285,0.14285714285714285,22.448028571428573,40.93831,40.536524285714286,20.14301,9.348135142857144,0.4987652714285714,0.5714285714285714,-2.4208487375714287,3.949414089571429,296.35894918571427,300.95544761428573,2.0382951157142855,2.5546173912857144,100618.09787142857,0.0009212831428571428,4.673384363428572,49.714285714285715,0.939758246,1.1063656697142856,6.7602164700000005,76.14578480571429,84.95305305285714,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-17,33.059920635714285,29.361224491428572,26.754761905714286,71.69047619142857,20.94084615857143,0.14285714285714285,0.0,19.51941857142857,37.82816285714286,30.508081428571426,19.95442142857143,9.479533142857141,0.5068644428571428,0.0,-2.319303240285714,2.950792939142857,296.81566335714285,301.1286028142857,2.037094467,2.5340666905714286,100750.5769,0.0020474224285714285,3.8093147092857143,51.857142857142854,0.9565570187142857,1.1125303425714286,6.877051185571429,77.48365875285715,85.98517276285715,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-24,33.20369047571428,29.358163264285714,27.039126984285712,69.61454081571428,20.337371714285716,0.0,0.0,17.99383,37.40161857142857,30.846197142857143,17.46395857142857,8.779351857142858,0.4960525571428572,0.0,-2.951169695,3.3956575394285715,296.29658071428577,301.1193479142857,2.0362643890000003,2.519002641714286,100767.60932857143,0.0005712062857142858,4.525833558285714,45.285714285714285,0.9374032368571428,1.1122066602857144,6.739593503,75.17241978142856,84.28938985714285,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-31,31.31936508,28.019642857142856,25.22920634857143,76.01454081571428,20.61599394285714,0.0,0.0,20.987214285714288,38.23066,23.099395714285713,27.893592857142856,12.367588285714286,0.6080522285714285,1.1142857142857143,-0.8057439511428571,2.863166276,296.4546347428572,300.37866517142857,2.035535455,2.5054877689999997,100733.82961428571,0.002407201142857143,3.0470942984285716,75.57142857142857,0.9431898231428572,1.0857788691428572,6.797908248285714,79.29277034714286,86.87691697714286,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-07,32.78650793714286,29.197959182857144,26.294047619999997,72.55918367285715,21.0142903,0.0,0.2857142857142857,24.03179142857143,43.08614571428571,35.72571714285714,20.08006857142857,10.068995285714285,0.5140479428571428,0.0,-2.582131086,2.8759599414285715,296.5382276285714,301.1308295285714,2.0348213434285713,2.4919764654285714,100740.58492857144,0.0006393457142857143,3.972258246,50.42857142857143,0.9462641858571429,1.1125964311428571,6.803211254428571,76.33725952428571,85.08819351428572,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-14,32.535119048571424,29.069387754285714,26.571825397142856,72.96326530714285,20.975847174285715,0.0,1.0,41.54329142857143,64.06489571428571,41.953674285714285,20.673781428571427,9.869263571428572,0.7029841,0.0,-3.0098985942857146,2.489182308714286,296.6797714857143,301.0882615285714,2.034085433857143,2.478441483571429,100862.21255714286,0.0015068927142857143,3.940161645,43.285714285714285,0.9515711187142857,1.1110971337142856,6.8421760474285716,77.03723975142857,85.65262125142858,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-21,32.52817460285714,28.97959183714286,26.59861111142857,71.42585034,20.441281124285716,0.0,0.14285714285714285,48.724555714285714,73.44820142857144,44.05303,21.079527142857142,9.494122,0.6975549142857143,0.0,-2.9726079941428574,2.811394010285714,296.2562570857143,300.97683932857143,2.0341464691428572,2.479353959142857,100730.04041428572,0.0004048102857142857,4.141444050428571,44.42857142857143,0.9359467487142857,1.1071360205714285,6.732238954714285,75.56666840857143,84.53471325142857,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-28,32.444246032857144,28.426530612857142,25.52996031714286,75.74863945714286,20.999520041428575,0.0,0.0,39.33918,57.09664142857143,33.698890142857145,27.716281428571428,8.734057714285713,0.8373159285714287,3.057142857142857,-2.9233266557142854,-0.5459511805714287,297.02636445714285,299.9049949857143,2.035252077285714,2.4995712824285716,100932.20195714287,0.006277679142857143,3.1519648357142858,47.142857142857146,0.9643171185714285,1.0687299045714285,6.961310960142858,84.41933117857143,90.30916763714286,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-05,31.728571428571428,27.434693875714288,24.13115079285714,78.70782313,20.68606569285714,0.0,0.14285714285714285,19.72274857142857,32.82545571428572,17.153867142857145,29.89905,10.545812857142858,0.6965481142857143,1.2,-1.9463906424285715,1.6016250237142857,296.67669154285716,299.5799634714286,2.036388203,2.5197579794285714,100880.2980857143,0.005067039428571429,2.690900596285714,56.714285714285715,0.9514640474285715,1.0571040015714286,6.875857091857142,84.16619490000001,90.03317808857142,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-12,32.47202380857143,27.97142857142857,24.771825398571426,77.84761904571428,21.070799457142858,0.0,0.0,19.30950142857143,32.90801428571429,18.087682857142855,35.35614142857143,10.286062142857142,0.6736686857142857,2.8857142857142857,-1.6030550274285713,0.2430479307142857,296.95060729999994,300.02585211428567,2.037492939285714,2.5399662835714283,100788.92377142857,0.005142506857142857,1.8555275572857144,62.285714285714285,0.9615218738571428,1.0731251,6.938200204428571,83.35144939,89.62287512,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-19,32.89007936285714,28.544897959999997,25.604960317142858,76.67993197285715,21.42245646,0.0,0.0,19.76283714285714,34.47850142857143,17.98757714285714,29.849484285714283,10.180578714285714,0.6944473714285715,0.2571428571428572,-1.9031712124285713,-0.2390856077142857,297.28813127142854,299.82105975714285,2.038340456142857,2.5576529094285716,100775.53171428572,0.007224380714285715,2.085641034,56.42857142857143,0.9739189312857143,1.065764045,7.032460624714285,86.08325677142857,91.41321866,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-26,32.03373016,27.78979591857143,24.91706349142857,80.49115646142857,21.553279421428574,0.0,0.0,18.506644285714287,32.84874428571429,13.695625000000001,32.783120000000004,10.569480428571428,0.7493705,5.771428571428571,-1.6350192767142857,0.33812584885714286,297.1457756,299.4081378428572,2.0382192577142857,2.566271564142857,100727.4132857143,0.008272662571428571,2.0647609111428573,63.0,0.9686931145714286,1.050843492142857,7.004342536857143,87.51831127142857,92.25509476285715,,,,,,,,,,,,,,,,,,,,,,,,,
2019-11-02,32.38750000142857,27.95306122428571,24.814880952857145,77.04489795857144,20.815763335714283,0.14285714285714285,0.0,23.03275142857143,38.01225,28.17645142857143,32.950811428571434,11.556747714285715,0.7154656,17.45714285714286,0.13634679799999996,-0.2715695652857143,296.9168285,299.81010961428575,2.038013482142857,2.5741267887142856,100706.63711428572,0.005549076571428571,1.837142399,92.14285714285714,0.9603055425714285,1.0652971795714286,6.934411343428572,84.30922779142858,90.22634604,,,,,,,,,,,,,,,,,,,,,,,,,
2019-11-09,32.479960317142854,28.604081634285713,25.283134921428573,74.97687074857143,21.03065041857143,0.0,0.0,28.73447428571429,44.43960857142857,28.431387142857144,38.533838571428575,16.128302714285713,0.7103524714285714,0.7714285714285714,-0.15912040814285708,0.05674482757142856,297.5304702571429,300.47472218571426,2.037801602857143,2.5819847654285715,100804.6325857143,0.0018193995714285715,1.5389196737142858,85.57142857142857,0.9827806752857143,1.089195796142857,7.080930665571429,84.0219586842857,90.24366651142857,,,,,,,,,,,,,,,,,,,,,,,,,
2019-11-16,31.986309524285712,28.169387754285715,25.20476190428571,77.46326530714285,21.185180042857144,0.0,0.14285714285714285,26.365722857142856,43.137122857142856,28.144645714285712,36.15633857142857,10.301371000000001,0.7210207428571429,0.17142857142857143,0.09972760842857138,-0.7186173215714285,297.3593185428572,299.8669523,2.0375548464285713,2.5891555239999997,100798.41127142857,0.003630844285714286,1.7321428752857142,91.0,0.9765190901428571,1.0673772601428573,7.050009851571429,86.21000947714286,91.52330490714284,,,,,,,,,,,,,,,,,,,,,,,,,
2019-11-23,32.0,27.311904762857143,24.884863945714283,81.69006802857143,21.2872692,0.0,1.0,12.899631,27.08027142857143,17.865046714285715,25.72567571428571,4.340800857142857,0.5883873142857142,0.8285714285714286,-1.0055497851428572,-2.577112933428572,296.94207218571427,299.21517464285716,2.036163245,2.5736269268571426,100843.03158571429,0.009144991857142858,2.901970236142857,71.14285714285714,0.9612321784285714,1.0438952367142857,6.954856683714286,87.41515212,92.14420119714285,,,,,,,,,,,,,,,,,,,,,,,,,
2019-11-30,32.54688208571429,27.432312924285718,24.805867347142858,83.11700680285715,21.839730694285716,0.0,1.0,10.671258428571429,24.30154142857143,16.630594285714285,24.806224285714286,4.221417285714286,0.5806095571428571,15.742857142857146,-1.0070147649999999,-2.4972856522857145,297.2200024285714,299.5039949714286,2.0342641795714287,2.5477425438571433,100733.8321,0.007866756142857142,2.7448367502857143,70.57142857142857,0.9714223432857143,1.054361677142857,7.0217632615714285,87.31597308857143,92.15209546285713,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-07,31.260941042857144,27.574489794285714,25.030924035714285,77.29591836714285,20.469173157142855,0.0,1.0,13.087726428571429,31.241648571428573,34.46722857142857,16.984305714285714,3.1665294285714287,0.5409436,8.542857142857143,-1.3918311647142858,-4.987966101428571,296.1511807,299.58118874285714,2.032355523,2.521875190714286,100850.48727142857,0.004064285142857143,5.2123195205714286,64.71428571428571,0.9320445350000001,1.0571415657142857,6.735579562428571,81.60859622285714,88.20950856571429,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-14,27.624263038571428,25.257142855714285,23.415873017142854,88.36088435571428,20.544731454285714,0.0,1.0,10.128307571428573,22.785555714285714,21.760402857142857,22.323181428571427,2.6492514285714286,0.5431395,34.857142857142854,-1.7445041657142857,-4.686918258857142,296.0781751285714,298.2235174857143,2.030452970142857,2.4959938595714286,100867.99279999999,0.012841797857142857,5.024440826714285,59.142857142857146,0.9293998062857144,1.0080154415714286,6.747002764714286,88.00112507714286,92.25080787,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-21,29.595833332857143,26.058843537142856,24.082568028571426,88.08619047571428,21.438744701428572,0.0,1.0,9.326592142857143,20.741917142857144,12.328707428571429,20.489842857142857,2.841925142857143,0.5084464142857142,16.414285714285715,-0.6679650987142857,-2.7807449288571426,296.7578693,298.59760174285714,2.030500054142857,2.4963440761428575,100784.84725714286,0.009059000999999999,2.9144127875714285,77.42857142857143,0.9544543084285715,1.0216083512857144,6.920015653285715,89.59857148428571,93.44235810428572,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-28,31.39229024857143,27.27551020285714,24.865759635714287,78.67040816285714,20.503974912857142,0.14285714285714285,1.0,10.92269857142857,24.60343,20.87322857142857,13.632442857142857,3.7429719999999995,0.4226334,0.39999999999999997,-1.1643305487142859,-3.7674682072857144,296.48485827142855,299.4169082428571,2.0331690347142857,2.5316700254285713,100837.63218571429,0.0023520272857142856,4.008653691,68.71428571428571,0.9444042008571428,1.0512490467142857,6.828518610857143,83.96928463142856,89.8462012,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-04,32.0994709,27.776190476666667,25.196296296666663,75.57777777666666,20.250646306666667,0.0,1.0,11.427796666666666,26.419596666666667,30.976046666666665,12.093766666666667,2.871230333333333,0.47503296666666667,0.0,-1.4265913197142857,-4.845174489714286,296.52786558571427,299.65112871428573,2.0358179602857143,2.5670110704285714,100916.7216,0.0010350202857142858,5.0892663364285715,63.714285714285715,0.9459910095714286,1.0596846798571429,6.834667097285715,83.03340852,89.28103222142856,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-11,,,,,,,,,,,,,,,-0.6129033568571429,-4.2458378382857145,296.4784173714285,299.5048854285714,2.038481708857143,2.6023295537142856,100744.84007142857,0.0030913421428571427,4.336220076857143,78.57142857142857,0.9441646611428572,1.054401583,6.824713618,83.49769993857142,89.55717306428572,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-18,,,,,,,,,,,,,,,-1.4888675962857143,-4.103744016142857,296.2554979,299.8829884142857,2.040929218857143,2.6352804457142858,100764.90642857143,0.0011274328571428572,4.368537815571428,62.42857142857143,0.9359429781428571,1.0680194124285713,6.756807028857144,80.56021539714285,87.63706169285715,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-25,,,,,,,,,,,,,,,-2.543167604857143,-4.120319720714286,296.40691724285716,299.88043844285716,2.0421141727142857,2.653501919285714,100880.59507142857,0.002846754,4.874426485,48.42857142857143,0.9414728118571428,1.067912359857143,6.7967917312857145,81.38154342714286,88.17488636428571,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-01,,,,,,,,,,,,,,,-1.9245489121428572,-2.7853614262857147,296.65650297142855,299.81416604285715,2.043092479142857,2.6693533214285714,100810.50948571428,0.005104928714285715,3.7069201304285713,60.285714285714285,0.9507178618571429,1.0654891899999999,6.865148802,82.96822053714286,89.28630383,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-08,,,,,,,,,,,,,,,-2.023464312,-4.716347912428572,295.35575541428574,299.9800301857143,2.044062938142857,2.685185868285714,100868.6152142857,0.00036666342857142855,5.137592487857143,54.57142857142857,0.9026126864285714,1.0714990415714285,6.514043891,75.83994320857143,84.23931093714285,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-15,,,,,,,,,,,,,,,-1.8571377035714287,-2.6550567625714288,296.9428024285714,299.7627700714285,2.045045604,2.7010393142857145,100844.80677142857,0.005318023285714285,3.3779601454285713,58.57142857142857,0.9612465818571428,1.0636336185714286,6.942227986714286,84.62365924857143,90.41905838714285,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-22,,,,,,,,,,,,,,,-1.9150851658571428,-4.798011970714286,296.52674352857144,299.51880124285714,2.045742276714286,2.7140437807142854,100971.04181428571,0.0023415532857142857,5.230912931142858,57.714285714285715,0.9459521555714286,1.0549062275714285,6.837398692571428,83.69014851,89.69210755428571,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-29,,,,,,,,,,,,,,,-2.4042744502857145,-5.145065852285714,296.12546335714285,300.0310704,2.0462479965714286,2.724950327142857,100741.48325714286,0.000816178,5.688607031571428,49.57142857142857,0.9311314044285715,1.0733197398571428,6.718801160428571,79.2722170742857,86.77123083142858,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-07,,,,,,,,,,,,,,,-1.9618562427142856,-3.1909304755714283,296.78626392857143,300.4266568857143,2.046751100857143,2.735839108,100782.46931428571,0.004146894957142857,3.839631654,58.142857142857146,0.9554613072857142,1.0874818584285715,6.885371311571428,80.66227403428572,87.89284247714285,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-14,,,,,,,,,,,,,,,-2.268878834428571,-2.1885803767142855,297.3612256142857,300.8943182857143,2.0472550765714286,2.7467441559999997,100728.18519999999,0.0016387022857142857,3.2338523425714283,54.285714285714285,0.9765718504285713,1.1041779918571428,7.026411441285714,81.17561995000001,88.45562848142858,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-21,,,,,,,,,,,,,,,-2.1780503408571428,-2.9481356485714287,296.4355894285714,300.5757309,2.0485420465714284,2.7678264888571427,100841.79107142857,0.0032073421428571425,3.7242953055714283,53.142857142857146,0.9425405432857142,1.0927736514285713,6.788891797142857,78.33166502571429,86.3079409942857,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-28,,,,,,,,,,,,,,,-1.0484974827142857,-2.0459996904285713,297.27826134285715,300.2640910571428,2.050853535142857,2.8025278091428567,100695.45614285713,0.005954584571428572,2.5399304074285713,71.71428571428571,0.9735586962857142,1.0815751334285715,7.019443584,83.88389076714286,90.08973572142858,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-04,,,,,,,,,,,,,,,-1.1594460622857141,-1.773549052857143,297.1219591571429,301.054022,2.053151944857143,2.8372338975714286,100683.7561,0.0012463245714285714,2.5575141685714287,69.85714285714286,0.9678129254285714,1.109857985,6.959653279428571,79.26241227000001,87.21222661285715,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-11,,,,,,,,,,,,,,,-1.2129081725714284,-1.2563740322857144,296.9995041714286,300.53073358571424,2.055453842142857,2.871926117,100837.75641428572,0.0036806524285714283,2.0865917824285716,71.0,0.963321757,1.0911635368571428,6.9396286982857145,81.22527978000001,88.34319574999999,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-18,,,,,,,,,,,,,,,-2.3848859514285716,-1.0486390248571429,297.1566210142857,301.02115838571433,2.0573223898571427,2.8991985321428575,100768.35609999999,0.005062379714285714,2.7062480078571425,50.714285714285715,0.9690716647142857,1.108690848,6.969675730857142,79.65691242857143,87.44189722428571,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-25,,,,,,,,,,,,,,,-1.6313473955714286,-1.2987212045714287,297.44336851428574,300.60352871428574,2.056459178142857,2.8805653164285716,100694.80105714286,0.006549679000000001,2.349666827,62.857142857142854,0.9796019014285714,1.0937200574285715,7.055090421142857,83.05650986285714,89.63947332714285,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-02,,,,,,,,,,,,,,,0.899891054,-1.5321976235714285,297.6759311142857,299.83786314285715,2.055139946857143,2.854495974857143,100747.5644,0.010169601857142857,2.138199858142857,105.28571428571429,0.9881016448571429,1.0663735135714287,7.134427129571429,87.99693226571428,92.68145475571428,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-09,,,,,,,,,,,,,,,0.10124052600000003,0.8931595392857142,298.0656421,301.10941937142854,2.053826819142857,2.8284336907142853,100638.32115714285,0.003030213,2.315650120285714,92.0,1.0023097654285713,1.1118100104285715,7.206499946999999,83.63533401857141,90.18648836571428,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-16,,,,,,,,,,,,,,,-2.0247751234285714,0.9970819795714286,297.9312392,300.7856253571429,2.0525337458571427,2.8026381084285714,100550.90577142857,0.003735735142857143,2.5277125784285714,55.0,0.9973946848571428,1.1002476367142857,7.178757071285714,84.5568676657143,90.6909057342857,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-23,,,,,,,,,,,,,,,0.4335608788571429,0.7378620795714286,298.03523319999994,300.793076,2.051570262,2.7860163824285715,100606.39364285713,0.006378170428571429,1.9938003928571428,95.57142857142857,1.0011721932857143,1.100508748,7.205661144285714,85.02576810428572,91.00380359571429,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-30,,,,,,,,,,,,,,,-1.256617618857143,0.8041091238571428,297.8602010571429,300.97154627142856,2.0507480314285713,2.7735782895714287,100833.63037142858,0.004526159,1.9732855267142857,68.14285714285714,0.994814799,1.1068714338571428,7.155810932714286,83.29710854428572,89.92152902857143,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-06,,,,,,,,,,,,,,,-0.6512682507142858,1.8850545977142856,297.4711178428571,300.4230004285714,2.049932776285714,2.7611474717142857,100796.31495714285,0.006325184714285714,2.552310390428571,77.85714285714286,0.9806058775714286,1.0873383907142857,7.066451493000001,83.98249705285714,90.20032015857143,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-13,,,,,,,,,,,,,,,-1.3155109642857141,2.098684386,297.7765380714286,300.8284495714286,2.049126240142857,2.7487061364285714,100585.12377142858,0.005440560714285715,2.916129049142857,66.71428571428571,0.9917646194285714,1.101823553,7.1372387627142855,83.5169554,90.02179688,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-20,,,,,,,,,,,,,,,0.060862032285714296,2.0710348025714285,297.4019188857143,300.1455010571429,2.0481156724285716,2.7317788805714285,100742.79198571427,0.007586142999999999,2.4474264622857143,90.85714285714286,0.9780812498571428,1.0773364014285713,7.054798107285714,85.07763103285713,90.85016461571429,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-27,,,,,,,,,,,,,,,-0.4617234075714286,2.8376982552857144,296.9765025285714,300.16889957142854,2.0466874497142857,2.704987526,100652.31188571428,0.004201722714285714,3.255493990857143,81.71428571428571,0.9624848862857143,1.0781974692857141,6.941712665285714,82.78493979571428,89.31106274285715,,,,,,,,,,,,,,,,,,,,,,,,,
