Date,MaxT,MeanT,MinT,RH,AH,ph,sh,pm25,pm10,o3,no2,so2,co,Rain,V10mucomponentofwind_ind,V10mvcomponentofwind_ind,V2mdewpointtemperature_k,V2mtemperature_k,VLeafareaindexHIGH_ind,VLeafareaindexLOW_ind,VSurfacepressure_pa,VTotalprecipitation_m,WindSpeed_msminus1,WindDirection_deg,VaporPressure_kpa,SaturatedVaporPressure_kpa,AbsoluteHumidity_gmminus3,RelativeHumidity1_perc,RelativeHumidity2_perc,Cardiovascular disease,Chronic respiratory disease,Congenital Abnormalities,Diabetes mellitus,Digestive disease,Endocrine disorders,Factors influencing health status and contact with health services,Genitourinary disorders,Ill-defined diseases,Ill-defined injuries/accidents,Infectious and Parasitic Diseases,Intentional injuries,Malignant neoplasms,Maternal conditions,Mental disorders,Musculoskeletal disease,Neurological and sense disorders,Not Categorised,Nutritional deficiencies,Oral Diseases,Other neoplasms,Perinatal conditions,Respiratory Infection,Skin diseases,Unintentional injuries
2010-03-20,31.124675325714286,27.177056278571428,24.667532467142856,80.41358225142858,20.791516952857144,0.0,1.0,16.02817442857143,25.514484285714286,18.878175714285714,18.740844285714285,5.280895857142857,0.4559126857142857,8.957142857142857,,,,,,,,,,,,,,,,746.0,433.0,5.0,70.0,1265.0,209.0,76.0,528.0,2823.0,13.0,937.0,205.0,94.0,58.0,223.0,668.0,703.0,201.0,34.0,57.0,12.0,89.0,2209.0,532.0,3502.0
2010-03-27,32.74155844142857,27.88588383714286,24.80779220857143,78.73022727428572,21.216029934285718,0.0,0.14285714285714285,15.05674557142857,24.108300000000003,19.570041428571432,22.87933142857143,6.633863285714286,0.4973214285714286,11.785714285714286,,,,,,,,,,,,,,,,774.0,467.0,9.0,65.0,1305.0,197.0,65.0,559.0,2858.0,15.0,1016.0,238.0,86.0,33.0,187.0,770.0,719.0,198.0,46.0,79.0,16.0,75.0,2282.0,600.0,3368.0
2010-04-03,32.45337662428572,27.925183982857142,25.03077922142857,78.69936688428571,21.242164669999998,0.14285714285714285,0.0,16.294543571428573,26.78062,20.023711428571428,22.830574285714285,5.300726714285714,0.5288690428571429,10.200000000000001,,,,,,,,,,,,,,,,732.0,511.0,13.0,72.0,1274.0,222.0,96.0,534.0,2782.0,14.0,1024.0,224.0,97.0,39.0,192.0,755.0,710.0,220.0,54.0,67.0,11.0,89.0,2590.0,618.0,3341.0
2010-04-10,32.32727272714286,28.305411254285712,25.251948054285716,77.64491342,21.36682522142857,0.0,0.0,12.180356857142856,19.40095857142857,15.276092857142856,19.77643857142857,8.393198285714286,0.43199405714285716,1.657142857142857,,,,,,,,,,,,,,,,778.0,525.0,6.0,86.0,1317.0,199.0,117.0,542.0,2712.0,16.0,995.0,204.0,95.0,44.0,210.0,779.0,719.0,191.0,60.0,58.0,18.0,73.0,2769.0,623.0,3573.0
2010-04-17,34.081818181428574,28.742878788571428,24.89740259857143,77.23237013,21.806675267142857,0.0,0.0,19.190772857142857,28.122818571428574,28.678075714285715,29.55695142857143,13.172523857142858,0.4656150857142857,14.271428571428572,,,,,,,,,,,,,,,,767.0,546.0,8.0,73.0,1217.0,234.0,102.0,522.0,2925.0,11.0,937.0,238.0,93.0,40.0,230.0,742.0,756.0,208.0,41.0,67.0,11.0,89.0,2826.0,622.0,3667.0
2010-04-24,33.25844155857143,28.056764067142858,24.73246753285714,79.71433982714287,21.692400615714288,0.0,0.0,18.486707142857142,29.160187142857144,24.703471428571426,27.286687142857144,8.685931714285713,0.5624504,2.3,,,,,,,,,,,,,,,,771.0,546.0,12.0,67.0,1312.0,205.0,90.0,559.0,2879.0,14.0,978.0,217.0,86.0,32.0,204.0,731.0,727.0,195.0,54.0,68.0,15.0,96.0,2955.0,604.0,3473.0
2010-05-01,33.03896103714286,28.592857142857145,25.37792207857143,77.12862554,21.567433245714287,0.14285714285714285,0.0,16.307143285714286,25.04576714285714,21.761608714285718,24.006145714285715,8.665063428571429,0.4228769857142857,1.2428571428571427,,,,,,,,,,,,,,,,706.0,556.0,12.0,69.0,1266.0,234.0,90.0,565.0,2954.0,7.0,1087.0,229.0,109.0,47.0,205.0,774.0,689.0,206.0,48.0,61.0,9.0,104.0,3363.0,595.0,3484.0
2010-05-08,34.036363637142856,29.625757575714285,26.411688311428573,72.86975108285715,21.595323798571428,0.0,0.0,13.545833714285715,20.629182857142858,22.85238,23.20275285714286,8.908527428571428,0.34448412857142857,3.357142857142857,,,,,,,,,,,,,,,,766.0,583.0,9.0,93.0,1306.0,238.0,93.0,620.0,2928.0,16.0,1123.0,229.0,88.0,39.0,226.0,821.0,812.0,262.0,42.0,84.0,17.0,74.0,3264.0,757.0,3349.0
2010-05-15,33.089610390000004,28.612012985714284,25.55324675285714,79.89139610571429,22.40260136857143,0.0,0.0,31.92609142857143,44.16623142857143,23.48611142857143,43.03825571428571,13.963249285714285,0.6630952285714286,3.3285714285714283,,,,,,,,,,,,,,,,805.0,553.0,8.0,67.0,1266.0,230.0,91.0,558.0,2780.0,14.0,1005.0,251.0,99.0,40.0,226.0,808.0,805.0,378.0,49.0,68.0,20.0,83.0,3168.0,640.0,3393.0
2010-05-22,32.77922078,28.341666667142857,25.123376621428573,79.38003246714285,21.930264827142857,0.0,0.0,12.950595285714286,20.99999857142857,20.782241428571428,25.245210000000004,8.347288857142857,0.46497025714285717,14.942857142857141,,,,,,,,,,,,,,,,762.0,554.0,6.0,98.0,1221.0,197.0,104.0,589.0,2884.0,16.0,1037.0,241.0,80.0,34.0,211.0,747.0,799.0,349.0,42.0,57.0,13.0,81.0,3182.0,641.0,3540.0
2010-05-29,33.56753246857143,29.44599567142857,26.37532467571429,74.26861471857144,21.795248861428572,0.14285714285714285,0.14285714285714285,15.803968571428571,25.908927142857145,19.693450000000002,28.069278571428573,12.773810142857144,0.4820833428571428,0.15714285714285717,,,,,,,,,,,,,,,,728.0,519.0,15.0,94.0,1317.0,221.0,79.0,602.0,2787.0,9.0,1165.0,269.0,84.0,33.0,235.0,693.0,686.0,350.0,46.0,72.0,12.0,103.0,3321.0,639.0,3252.0
2010-06-05,31.71428571285714,28.375974024285714,25.68181818142857,79.22781385285714,21.925443667142854,0.0,1.0,19.11101142857143,28.67136285714286,15.465278571428572,28.526877142857142,15.819275714285713,0.5359325714285714,7.3428571428571425,,,,,,,,,,,,,,,,790.0,526.0,16.0,85.0,1281.0,206.0,85.0,580.0,2803.0,9.0,1174.0,233.0,79.0,39.0,221.0,727.0,719.0,213.0,48.0,56.0,14.0,100.0,3063.0,625.0,3393.0
2010-06-12,31.23116883,28.162987012857144,25.674025975714283,79.13327922142857,21.640085182857142,0.0,1.0,18.13869142857143,27.94088857142857,16.666169857142858,27.935545714285716,9.799477571428572,0.4250892857142857,5.514285714285714,,,,,,,,,,,,,,,,762.0,549.0,13.0,82.0,1306.0,216.0,101.0,545.0,2670.0,17.0,1087.0,214.0,84.0,48.0,215.0,707.0,786.0,208.0,48.0,69.0,14.0,97.0,2946.0,597.0,3278.0
2010-06-19,31.19870129857143,27.71731601857143,24.60259740285714,78.07575757428572,20.847801197142854,0.0,1.0,15.394642857142857,25.070784285714286,12.57519857142857,24.596122857142856,13.328370000000001,0.4232539714285714,11.27142857142857,,,,,,,,,,,,,,,,776.0,541.0,11.0,66.0,1287.0,205.0,82.0,551.0,2752.0,11.0,1119.0,221.0,90.0,25.0,197.0,635.0,739.0,171.0,34.0,75.0,8.0,76.0,2705.0,586.0,3209.0
2010-06-26,30.86233766285714,27.982305194285715,24.914285714285715,77.56580086571428,20.998501115714284,0.0,1.0,10.789384857142858,18.53726857142857,14.49345142857143,19.97712428571429,14.696761142857143,0.3739285571428571,5.785714285714286,,,,,,,,,,,,,,,,818.0,498.0,10.0,87.0,1361.0,217.0,97.0,546.0,2685.0,12.0,1133.0,228.0,70.0,32.0,189.0,681.0,746.0,202.0,42.0,62.0,13.0,96.0,2502.0,581.0,3293.0
2010-07-03,30.76233766142857,27.377435062857142,24.42987013,82.08560606142858,21.491372621428575,0.0,0.14285714285714285,13.748512428571429,21.738555714285717,15.270834285714287,24.44539,12.264218714285715,0.492748,12.928571428571429,,,,,,,,,,,,,,,,832.0,494.0,7.0,72.0,1379.0,205.0,59.0,556.0,2646.0,14.0,1114.0,189.0,85.0,41.0,247.0,698.0,780.0,188.0,41.0,81.0,16.0,74.0,2419.0,649.0,3699.0
2010-07-10,31.763636365714287,28.0629329,25.425974025714286,75.72748917714286,20.593902794285714,0.0,0.14285714285714285,16.094147,25.685969999999998,18.314085714285714,29.658332857142856,15.878875142857142,0.4697519857142857,0.7,,,,,,,,,,,,,,,,808.0,532.0,11.0,73.0,1443.0,236.0,75.0,607.0,2808.0,6.0,1104.0,255.0,86.0,48.0,230.0,738.0,843.0,188.0,40.0,94.0,13.0,76.0,2677.0,648.0,3547.0
2010-07-17,31.281818181428573,28.10914502,25.125974024285714,77.55319264142858,21.136398791428572,0.0,0.0,12.68303542857143,20.645425714285714,15.917559428571428,23.111265714285715,15.52171,0.39616071428571425,20.914285714285715,,,,,,,,,,,,,,,,903.0,608.0,9.0,71.0,1355.0,223.0,71.0,560.0,2841.0,11.0,1096.0,218.0,91.0,42.0,261.0,781.0,847.0,212.0,54.0,72.0,13.0,93.0,2720.0,687.0,3761.0
2010-07-24,30.168831168571426,27.053787878571427,24.13116883,81.57072510857142,20.991804781428574,0.0,0.0,16.650694285714284,26.28138571428571,16.973611428571427,24.40592714285714,14.438579,0.47381944285714284,3.342857142857143,,,,,,,,,,,,,,,,821.0,641.0,11.0,75.0,1415.0,229.0,77.0,571.0,2890.0,13.0,1130.0,225.0,74.0,35.0,233.0,711.0,838.0,185.0,28.0,74.0,13.0,63.0,2825.0,660.0,3632.0
2010-07-31,30.72207792142857,27.311038961428572,23.935064934285712,78.02465909,20.325316725714288,0.0,0.0,13.469245714285714,21.722387142857144,16.638887571428572,21.14068,16.36037842857143,0.43597221428571425,9.914285714285713,,,,,,,,,,,,,,,,801.0,640.0,12.0,81.0,1449.0,240.0,57.0,511.0,2838.0,20.0,1152.0,257.0,77.0,35.0,233.0,765.0,833.0,207.0,49.0,86.0,14.0,76.0,2913.0,676.0,3660.0
2010-08-07,30.557142857142857,27.587987012857145,24.57792207714286,76.92797619142857,20.389736561428574,0.0,0.0,11.692459857142856,19.640539999999998,12.832539285714287,20.277582857142857,15.503398571428573,0.3348313571428571,3.7428571428571433,,,,,,,,,,,,,,,,788.0,616.0,11.0,75.0,1529.0,221.0,63.0,529.0,2876.0,15.0,1305.0,249.0,93.0,51.0,236.0,743.0,834.0,199.0,37.0,76.0,19.0,69.0,2984.0,669.0,3590.0
2010-08-14,31.884415582857144,28.061796537142857,24.615584417142856,78.29058441714287,21.291567710000002,0.14285714285714285,0.14285714285714285,12.591467142857143,21.476670000000002,14.953771428571429,19.96311142857143,12.836235,0.4258035857142857,1.257142857142857,,,,,,,,,,,,,,,,739.0,619.0,16.0,65.0,1529.0,209.0,93.0,633.0,3164.0,8.0,1451.0,271.0,108.0,34.0,255.0,777.0,824.0,191.0,44.0,95.0,16.0,127.0,3112.0,674.0,3394.0
2010-08-21,30.075324677142856,26.805790044285715,24.233766234285717,81.58522727285715,20.716157112857143,0.0,0.0,16.372717142857145,24.805422857142855,14.257242857142858,23.763650000000002,17.368565285714286,0.4684524,15.328571428571431,,,,,,,,,,,,,,,,778.0,538.0,10.0,93.0,1436.0,211.0,69.0,525.0,2847.0,17.0,1274.0,218.0,81.0,38.0,244.0,694.0,779.0,202.0,48.0,71.0,12.0,84.0,2765.0,657.0,3505.0
2010-08-28,32.09480519428571,28.201136361428574,24.74155844142857,74.79599567,20.488802164285715,0.0,0.0,13.994444285714286,22.44851,19.50228142857143,23.520677142857146,17.386032857142858,0.37649802857142856,0.7428571428571429,,,,,,,,,,,,,,,,743.0,570.0,9.0,69.0,1344.0,264.0,77.0,558.0,2975.0,17.0,1261.0,254.0,87.0,42.0,248.0,726.0,742.0,224.0,44.0,73.0,13.0,93.0,2865.0,622.0,3569.0
2010-09-04,31.60129870142857,28.26985930857143,25.44675324714286,73.94475108142856,20.340580804285715,0.0,0.2857142857142857,12.764286,20.80648,17.58283714285714,21.75610142857143,18.93836428571429,0.3922222285714286,5.557142857142857,,,,,,,,,,,,,,,,774.0,541.0,1.0,77.0,1440.0,205.0,77.0,530.0,2928.0,15.0,1162.0,243.0,97.0,31.0,252.0,739.0,758.0,212.0,37.0,81.0,13.0,87.0,2555.0,594.0,3483.0
2010-09-11,31.157142857142855,27.25827922,23.887012987142857,76.61785714285715,19.911621414285715,0.14285714285714285,1.0,14.02103142857143,21.461522857142857,25.08660714285714,25.69287142857143,16.46670214285714,0.4649404714285715,3.142857142857143,,,,,,,,,,,,,,,,744.0,526.0,10.0,56.0,1351.0,210.0,61.0,514.0,2887.0,15.0,1079.0,240.0,86.0,44.0,210.0,660.0,844.0,211.0,35.0,91.0,15.0,81.0,2386.0,624.0,3251.0
2010-09-18,31.86493506428571,28.161309522857145,24.922077921428574,74.83262987142858,20.45025175,0.0,0.14285714285714285,16.829265714285714,24.217907142857143,23.949405714285714,28.27428857142857,17.89434514285714,0.4418154714285714,3.7428571428571433,,,,,,,,,,,,,,,,799.0,533.0,14.0,82.0,1435.0,230.0,76.0,568.0,3050.0,11.0,1155.0,249.0,93.0,55.0,259.0,773.0,807.0,240.0,46.0,61.0,16.0,82.0,2383.0,651.0,3424.0
2010-09-25,31.793506492857144,27.57651515142857,24.888311685714285,79.35633116857142,21.004917327142856,0.0,0.0,20.142062857142857,30.562251428571432,15.849702857142857,28.77436714285714,16.241047142857145,0.5940773714285715,2.0285714285714285,,,,,,,,,,,,,,,,841.0,564.0,5.0,88.0,1428.0,220.0,90.0,557.0,3053.0,13.0,1106.0,236.0,96.0,48.0,210.0,705.0,843.0,224.0,39.0,69.0,17.0,85.0,2384.0,631.0,3624.0
2010-10-02,31.615584415714288,27.670887445714282,24.812987014285714,78.44648268428571,20.873333155714285,0.0,0.14285714285714285,19.187897142857143,29.29596714285714,15.41478057142857,26.883244285714287,19.115445714285716,0.5096627142857143,12.742857142857144,,,,,,,,,,,,,,,,886.0,528.0,8.0,83.0,1482.0,230.0,98.0,591.0,3030.0,17.0,1218.0,262.0,79.0,42.0,217.0,774.0,807.0,183.0,52.0,87.0,15.0,85.0,2470.0,575.0,3668.0
2010-10-09,31.729870127142856,28.338906925714287,25.337662337142856,76.76044372285715,21.186180930000003,0.0,0.0,17.557142857142857,27.887439999999998,15.807737428571428,26.02805857142857,17.69132,0.4404960285714286,0.5142857142857143,,,,,,,,,,,,,,,,952.0,535.0,16.0,85.0,1503.0,220.0,116.0,538.0,3094.0,13.0,1309.0,266.0,91.0,37.0,230.0,850.0,775.0,225.0,30.0,77.0,15.0,90.0,2526.0,627.0,3447.0
2010-10-16,32.60129870142857,29.229274892857145,25.95194805428571,68.65573593,19.867159497142858,0.0,0.0,25.437898571428573,38.968782857142855,22.16726142857143,30.254065714285712,23.59240142857143,0.5165575428571428,0.45714285714285713,,,,,,,,,,,,,,,,909.0,517.0,9.0,89.0,1345.0,224.0,74.0,569.0,3099.0,17.0,1232.0,301.0,78.0,36.0,254.0,807.0,811.0,218.0,51.0,66.0,14.0,79.0,2670.0,590.0,3383.0
2010-10-23,31.824675324285714,28.21314935142857,25.274025974285713,77.4870671,21.258830225714288,0.0,0.0,55.66160714285714,74.70605571428572,26.50783571428571,38.39040428571429,17.716997142857142,0.8440277428571428,6.128571428571428,,,,,,,,,,,,,,,,774.0,560.0,12.0,65.0,1334.0,228.0,97.0,552.0,3112.0,11.0,1166.0,252.0,79.0,42.0,229.0,725.0,834.0,215.0,56.0,93.0,17.0,87.0,2464.0,651.0,3513.0
2010-10-30,30.825974027142856,27.04751082285714,23.86233766285714,78.84172077999999,20.273279212857144,0.0,0.0,14.862401714285713,23.91931142857143,21.123314285714287,24.79398,10.343226571428572,0.42354167142857146,7.542857142857143,,,,,,,,,,,,,,,,833.0,532.0,14.0,67.0,1373.0,204.0,93.0,512.0,3027.0,15.0,984.0,266.0,81.0,40.0,189.0,729.0,792.0,195.0,46.0,61.0,14.0,77.0,2294.0,582.0,3519.0
2010-11-06,31.964935067142854,28.224025974285716,24.910389610000003,74.18268398285714,20.347317792857144,0.14285714285714285,0.0,13.791864285714285,22.767542857142853,25.60376857142857,22.94404714285714,20.45525814285714,0.36207341428571427,7.6,,,,,,,,,,,,,,,,812.0,506.0,9.0,64.0,1343.0,235.0,87.0,565.0,2665.0,12.0,1052.0,239.0,86.0,50.0,212.0,789.0,816.0,226.0,34.0,82.0,20.0,100.0,2309.0,668.0,3404.0
2010-11-13,30.784415582857143,27.064502164285717,24.397402597142854,79.55048701285715,20.48594736857143,0.0,0.0,13.947320142857142,23.024802857142856,21.72251857142857,24.5292,10.573691714285713,0.446627,8.542857142857143,,,,,,,,,,,,,,,,845.0,474.0,7.0,60.0,1308.0,211.0,73.0,516.0,2805.0,16.0,929.0,266.0,88.0,47.0,223.0,812.0,763.0,261.0,56.0,76.0,16.0,77.0,2258.0,586.0,3373.0
2010-11-20,31.24025974,26.63814935285714,24.05194805142857,82.77126623285714,20.808737877142857,0.14285714285714285,0.14285714285714285,18.746031428571428,28.137301428571426,20.48492,29.81214857142857,12.40508842857143,0.5573511857142858,13.942857142857141,,,,,,,,,,,,,,,,794.0,496.0,8.0,60.0,1371.0,222.0,66.0,528.0,2772.0,13.0,1037.0,226.0,91.0,54.0,198.0,870.0,866.0,241.0,39.0,76.0,15.0,81.0,2311.0,656.0,3249.0
2010-11-27,32.28311688285714,27.463149350000002,24.316883117142858,78.60643939571428,20.691607684285714,0.0,1.0,20.508434285714287,30.863195714285716,27.028969999999997,31.258477142857142,14.369398857142857,0.5880356999999999,4.771428571428571,,,,,,,,,,,,,,,,759.0,494.0,8.0,96.0,1315.0,255.0,62.0,533.0,2839.0,5.0,1051.0,252.0,86.0,27.0,237.0,806.0,855.0,252.0,46.0,62.0,10.0,91.0,2285.0,640.0,3189.0
2010-12-04,31.25714285714286,26.616017315714284,23.742857141428573,81.81477272857144,20.55432208,0.0,1.0,13.873413428571428,21.60927571428571,20.53660857142857,24.428961428571426,10.645187142857143,0.47716271428571433,20.457142857142856,,,,,,,,,,,,,,,,792.0,487.0,11.0,67.0,1336.0,222.0,59.0,501.0,2714.0,19.0,953.0,258.0,84.0,26.0,221.0,756.0,791.0,210.0,45.0,67.0,13.0,103.0,2089.0,633.0,3181.0
2010-12-11,31.572727269999998,27.31266233857143,24.74285714285714,76.14350649285714,19.891266667142855,0.0,1.0,16.504167142857142,26.836377142857142,25.870934285714288,23.43080857142857,8.17124157142857,0.5143254142857143,1.8571428571428572,,,,,,,,,,,,,,,,767.0,500.0,13.0,67.0,1236.0,224.0,78.0,511.0,2865.0,14.0,1064.0,269.0,88.0,40.0,233.0,799.0,800.0,196.0,48.0,61.0,18.0,93.0,2200.0,627.0,3237.0
2010-12-18,31.462337662857145,26.82025433,23.951948052857144,77.92656926285714,19.80089510857143,0.0,1.0,13.906546857142857,23.105357142857144,24.55873142857143,24.334920000000004,6.4093158571428575,0.47373015714285716,5.514285714285713,,,,,,,,,,,,,,,,868.0,523.0,11.0,65.0,1342.0,234.0,65.0,526.0,2780.0,8.0,1085.0,235.0,75.0,41.0,204.0,793.0,758.0,199.0,48.0,61.0,16.0,82.0,2256.0,654.0,3293.0
2010-12-25,30.638961037142856,26.653733765714286,23.897402597142854,78.49420995857143,19.765665177142857,0.14285714285714285,1.0,10.879961714285713,18.963228571428573,26.95258,19.137561428571427,4.195768428571428,0.4135119,3.6000000000000005,,,,,,,,,,,,,,,,780.0,538.0,12.0,68.0,1424.0,214.0,70.0,520.0,2696.0,12.0,1244.0,253.0,83.0,44.0,214.0,836.0,833.0,171.0,28.0,95.0,16.0,94.0,2527.0,700.0,3307.0
2011-01-01,29.681818182857143,26.210930737142856,23.854545454285716,78.15411255571428,19.20082390285714,0.14285714285714285,0.8571428571428571,12.26388942857143,22.555687142857145,31.413788571428572,19.50915857142857,4.926090714285714,0.4711607285714286,0.2571428571428572,,,,,,,,,,,,,,,,813.0,579.0,11.0,62.0,1386.0,207.0,88.0,560.0,2897.0,20.0,1237.0,221.0,74.0,33.0,228.0,784.0,835.0,186.0,45.0,77.0,12.0,139.0,2726.0,682.0,3438.0
2011-01-08,30.014285714285712,26.187380954285715,23.822467532857143,81.36755411285715,19.951271574285716,0.0,0.0,10.230160142857143,20.182538571428573,29.206844285714283,17.873495714285713,5.179653,0.4076587428571429,16.17142857142857,,,,,,,,,,,,,,,,842.0,593.0,14.0,78.0,1493.0,272.0,64.0,600.0,2987.0,11.0,1252.0,207.0,77.0,43.0,217.0,806.0,810.0,227.0,44.0,74.0,18.0,99.0,2778.0,664.0,3494.0
2011-01-15,29.216883118571428,25.71466450142857,23.60259740285714,82.79767316,19.769974285714284,0.0,0.0,16.442857142857143,28.51402142857143,34.27172714285714,25.22617857142857,4.317254857142857,0.6018849571428572,4.571428571428571,,,,,,,,,,,,,,,,814.0,576.0,9.0,79.0,1449.0,244.0,90.0,530.0,3085.0,11.0,1163.0,222.0,79.0,44.0,269.0,817.0,786.0,182.0,44.0,68.0,15.0,98.0,2885.0,654.0,3577.0
2011-01-22,30.42987013,26.359577921428574,23.58831169,72.81282467285715,18.029382147142858,0.0,0.0,16.60892857142857,29.826221428571426,55.766270000000006,18.861597142857143,5.752785,0.49632935714285714,2.657142857142857,,,,,,,,,,,,,,,,807.0,706.0,8.0,92.0,1471.0,233.0,72.0,566.0,3021.0,17.0,1171.0,243.0,87.0,39.0,229.0,898.0,806.0,214.0,42.0,75.0,15.0,88.0,3268.0,685.0,3567.0
2011-01-29,29.401298701428573,26.20779221,23.979220778571428,81.78836580142857,20.048829081428572,0.0,0.0,9.744742142857143,21.061329999999998,25.582045714285716,16.891340000000003,4.996305857142857,0.4318055571428571,14.857142857142858,,,,,,,,,,,,,,,,764.0,622.0,14.0,74.0,1338.0,229.0,63.0,538.0,2959.0,18.0,1071.0,276.0,83.0,36.0,213.0,818.0,832.0,221.0,38.0,67.0,12.0,100.0,3045.0,642.0,3727.0
2011-02-05,28.441558444285715,25.312662335714286,23.180519479999997,83.09880952428571,19.349818965714288,0.2857142857142857,0.0,10.615773428571428,21.920292857142858,26.908334285714286,17.500434285714284,5.104830285714286,0.44043651428571423,35.457142857142856,,,,,,,,,,,,,,,,706.0,620.0,8.0,67.0,1635.0,249.0,62.0,582.0,2712.0,16.0,1296.0,228.0,85.0,37.0,190.0,751.0,771.0,195.0,28.0,107.0,15.0,170.0,3629.0,729.0,3406.0
2011-02-12,32.29480519571429,26.854112554285713,23.572727272857144,75.11899350571427,19.139585368571428,0.0,0.0,24.700595714285715,36.87103142857143,50.67807428571428,21.75989571428571,8.861787714285715,0.5212599,0.08571428571428573,,,,,,,,,,,,,,,,921.0,740.0,10.0,105.0,1512.0,273.0,72.0,619.0,2987.0,10.0,1168.0,250.0,115.0,55.0,241.0,869.0,835.0,220.0,51.0,71.0,7.0,91.0,3200.0,707.0,3681.0
2011-02-19,32.04025974142857,27.41628787857143,24.485714285714288,75.01969697,19.700668009999998,0.0,0.0,13.425297142857143,23.68492,28.315078571428575,15.555025714285716,6.145944999999999,0.4298908714285714,0.2571428571428572,,,,,,,,,,,,,,,,821.0,664.0,6.0,92.0,1451.0,266.0,88.0,594.0,3010.0,15.0,1137.0,261.0,87.0,46.0,243.0,866.0,826.0,218.0,53.0,61.0,12.0,96.0,2816.0,731.0,3711.0
2011-02-26,32.01168831142857,27.245833334285717,24.427272725714285,74.70822510857144,19.431039255714285,0.0,0.0,12.409126571428573,23.33030857142857,26.007144285714286,18.11133,6.882304857142857,0.43294644285714284,2.5428571428571423,,,,,,,,,,,,,,,,815.0,609.0,16.0,63.0,1387.0,228.0,76.0,579.0,3015.0,14.0,1079.0,256.0,79.0,46.0,238.0,819.0,855.0,226.0,64.0,67.0,11.0,77.0,2766.0,672.0,3595.0
2011-03-05,31.58051948142857,27.001406927142856,24.267532467142853,75.26985930714285,19.31935271142857,0.0,0.0,17.60674714285714,31.356415714285713,30.027581428571427,21.143768571428573,7.063295571428571,0.48424602857142857,3.914285714285714,,,,,,,,,,,,,,,,828.0,598.0,8.0,90.0,1442.0,262.0,80.0,561.0,3033.0,10.0,1086.0,253.0,85.0,46.0,221.0,880.0,901.0,235.0,51.0,68.0,20.0,69.0,2594.0,696.0,3522.0
2011-03-12,30.484415584285717,26.275270562857145,23.51038961,80.70422078,19.88447225285714,0.0,0.14285714285714285,13.656547,23.382391428571427,22.56537857142857,23.295995714285713,8.19084657142857,0.5520634714285714,17.8,,,,,,,,,,,,,,,,800.0,663.0,7.0,82.0,1419.0,239.0,103.0,565.0,3077.0,4.0,1073.0,287.0,91.0,53.0,204.0,817.0,828.0,219.0,52.0,58.0,11.0,93.0,2648.0,697.0,3641.0
2011-03-19,30.777922077142858,26.60719697142857,23.931168829999997,82.05048701142857,20.596453227142856,0.0,1.0,11.207540285714286,20.169918571428575,18.166567142857144,20.20908714285714,5.127892714285714,0.5093551714285715,8.571428571428571,,,,,,,,,,,,,,,,831.0,585.0,8.0,73.0,1475.0,249.0,103.0,594.0,3066.0,12.0,1136.0,309.0,106.0,39.0,208.0,873.0,835.0,187.0,55.0,79.0,12.0,86.0,2632.0,671.0,3561.0
2011-03-26,31.11818181857143,27.355573592857144,24.383116881428574,76.28928571428571,19.891378825714288,0.0,0.14285714285714285,13.450694285714286,21.722585714285714,22.73413,21.404822857142857,6.6837089999999995,0.4746627142857143,1.742857142857143,,,,,,,,,,,,,,,,820.0,556.0,11.0,92.0,1536.0,273.0,72.0,594.0,3298.0,20.0,1182.0,260.0,77.0,52.0,232.0,814.0,828.0,194.0,61.0,80.0,22.0,105.0,2745.0,730.0,3553.0
2011-04-02,32.628571428571426,28.03203463142857,24.651948051428572,74.97456709857144,20.349883217142857,0.0,0.0,15.33492,24.213690000000003,32.46666714285714,20.93391857142857,7.816912,0.5389285857142857,4.742857142857143,,,,,,,,,,,,,,,,773.0,643.0,9.0,77.0,1393.0,253.0,81.0,630.0,3297.0,13.0,1191.0,291.0,68.0,33.0,207.0,878.0,860.0,203.0,56.0,62.0,21.0,87.0,2651.0,731.0,3612.0
2011-04-09,32.91168831142857,27.863636362857143,24.681818182857143,75.18111472,20.232603181428573,0.0,0.0,18.99404857142857,29.321925714285715,32.89662857142857,18.091037142857143,10.744175,0.43670635714285716,14.885714285714284,,,,,,,,,,,,,,,,823.0,593.0,10.0,80.0,1498.0,242.0,62.0,614.0,3204.0,11.0,1205.0,255.0,81.0,41.0,247.0,892.0,843.0,243.0,52.0,64.0,14.0,109.0,2645.0,720.0,3608.0
2011-04-16,31.63506493428571,27.050270562857143,24.26883116857143,80.60654761714285,20.73607156857143,0.0,0.0,16.88154714285714,25.53669,24.62261857142857,20.954162857142855,6.202751142857143,0.47279761428571426,14.885714285714286,,,,,,,,,,,,,,,,765.0,603.0,6.0,90.0,1408.0,256.0,65.0,564.0,3126.0,11.0,1209.0,229.0,96.0,37.0,225.0,847.0,851.0,215.0,49.0,83.0,17.0,91.0,2633.0,677.0,3748.0
2011-04-23,31.99999999857143,27.890584415714283,24.693506492857143,77.86412337571429,20.96636951,0.14285714285714285,0.0,20.323612857142855,28.71016857142857,29.629067142857142,29.541895714285715,15.451528,0.5369444428571428,0.5428571428571428,,,,,,,,,,,,,,,,769.0,582.0,7.0,72.0,1476.0,239.0,68.0,607.0,3259.0,15.0,1195.0,236.0,83.0,34.0,234.0,878.0,845.0,205.0,47.0,70.0,15.0,117.0,2795.0,692.0,3607.0
